ligand,receptor,pathway_name,annotation
SEMA3B,PLXNA1,SEMA3,Secreted Signaling
SEMA3B, NRP2,SEMA3,Secreted Signaling
SEMA3B,NRP2,SEMA3,Secreted Signaling
SEMA3C,PLXNA1,SEMA3,Secreted Signaling
SEMA3C, NRP2,SEMA3,Secreted Signaling
SEMA3C,NRP2,SEMA3,Secreted Signaling
SEMA3D,PLXNA1,SEMA3,Secreted Signaling
SEMA3D, NRP2,SEMA3,Secreted Signaling
SEMA3D,NRP2,SEMA3,Secreted Signaling
SEMA3F,PLXNA1,SEMA3,Secreted Signaling
SEMA3F, NRP2,SEMA3,Secreted Signaling
SEMA3F,NRP2,SEMA3,Secreted Signaling
SEMA3F, PLXNA2,SEMA3,Secreted Signaling
SEMA3F,PLXNA3,SEMA3,Secreted Signaling
SEMA3F,PLXNA4,SEMA3,Secreted Signaling
SEMA3G,PLXNA1,SEMA3,Secreted Signaling
SEMA3G, NRP2,SEMA3,Secreted Signaling
SEMA3G,NRP2,SEMA3,Secreted Signaling
SEMA3G, PLXNA2,SEMA3,Secreted Signaling
SEMA3G,PLXNA3,SEMA3,Secreted Signaling
SEMA3G,PLXNA4,SEMA3,Secreted Signaling
SEMA3C, PLXND1,SEMA3,Secreted Signaling
SEMA3C,PLXND1,SEMA3,Secreted Signaling
SEMA3E,PLXND1,SEMA3,Secreted Signaling
ADM,CALCR,CALCR,Secreted Signaling
ADM,CALCRL,CALCR,Secreted Signaling
AGT,MAS1,AGT,Secreted Signaling
ANXA1,FPR2,ANNEXIN,Secreted Signaling
ANXA1,FPR1,ANNEXIN,Secreted Signaling
APELA,APLNR,APJ,Secreted Signaling
CALCA,CALCR,CALCR,Secreted Signaling
CALCA,CALCRL,CALCR,Secreted Signaling
CALCB,CALCR,CALCR,Secreted Signaling
CALCB,CALCRL,CALCR,Secreted Signaling
CRH,CRHR1,CRH,Secreted Signaling
CRH,CRHR2,CRH,Secreted Signaling
ENHO,GPR19,ENHO,Secreted Signaling
GAS6,AXL,GAS,Secreted Signaling
GAS6,MERTK,GAS,Secreted Signaling
GAS6,TYRO3,GAS,Secreted Signaling
GCG,GCGR,GCG,Secreted Signaling
GCG,GLP1R,GCG,Secreted Signaling
GCG,GLP2R,GCG,Secreted Signaling
GH1,PRLR,GH,Secreted Signaling
GHRH,VIPR1,GHRH,Secreted Signaling
GHRH,VIPR2,GHRH,Secreted Signaling
GHRH,GHSR,GHRH,Secreted Signaling
GHRH,GHRHR,GHRH,Secreted Signaling
GNRH1,GNRHR,GNRH,Secreted Signaling
GRN,SORT1,GRN,Secreted Signaling
GUCA2A,GUCY2C,GUCA,Secreted Signaling
GUCA2B,GUCY2C,GUCA,Secreted Signaling
IAPP,CALCR,CALCR,Secreted Signaling
IAPP,CALCRL,CALCR,Secreted Signaling
INSL3,RXFP2,RLN,Secreted Signaling
INSL3,RXFP1,RLN,Secreted Signaling
INSL3,RXFP4,RLN,Secreted Signaling
INSL3,RXFP3,RLN,Secreted Signaling
INSL5,RXFP4,RLN,Secreted Signaling
INSL5,RXFP3,RLN,Secreted Signaling
INSL5,RXFP2,RLN,Secreted Signaling
INSL5,RXFP1,RLN,Secreted Signaling
LEP,LEPR,LEP,Secreted Signaling
LGALS9,PTPRC,GALECTIN,Secreted Signaling
NPS,NPSR1,NPS,Secreted Signaling
NPVF,NPFFR1,NPVF,Secreted Signaling
NPVF,NPFFR2,NPVF,Secreted Signaling
OSTN,NPR3,OSTN,Secreted Signaling
PMCH,MERTK,PMCH,Secreted Signaling
PROS1,AXL,PROS,Secreted Signaling
PROS1,TYRO3,PROS,Secreted Signaling
PSAP,GPR37L1,PSAP,Secreted Signaling
PSAP,GPR37,PSAP,Secreted Signaling
PTH,PTH1R,PTH,Secreted Signaling
PTH,PTH2R,PTH,Secreted Signaling
PTH2,PTH1R,PTH,Secreted Signaling
PTH2,PTH2R,PTH,Secreted Signaling
PTHLH,PTH1R,PTH,Secreted Signaling
QRFP,QRFPR,QRFP,Secreted Signaling
RARRES2,GPR1,CHEMERIN,Secreted Signaling
RARRES2,CMKLR1,CHEMERIN,Secreted Signaling
RLN1,RXFP2,RLN,Secreted Signaling
RLN1,RXFP1,RLN,Secreted Signaling
RLN1,RXFP3,RLN,Secreted Signaling
RLN1,RXFP4,RLN,Secreted Signaling
RLN3,RXFP3,RLN,Secreted Signaling
RLN3,RXFP1,RLN,Secreted Signaling
RLN3,RXFP4,RLN,Secreted Signaling
RLN3,RXFP2,RLN,Secreted Signaling
SAA1,FPR2,SAA,Secreted Signaling
SCGB3A2,MARCO,UGRP1,Secreted Signaling
SCT,SCTR,SCT,Secreted Signaling
SLURP1,CHRNB1,SLURP,Secreted Signaling
SLURP1,CHRNB2,SLURP,Secreted Signaling
SLURP1,CHRNB3,SLURP,Secreted Signaling
SLURP1,CHRNB4,SLURP,Secreted Signaling
SLURP1,CHRNA1,SLURP,Secreted Signaling
SLURP1,CHRNA2,SLURP,Secreted Signaling
SLURP1,CHRNA3,SLURP,Secreted Signaling
SLURP1,CHRNA4,SLURP,Secreted Signaling
SLURP1,CHRNA5,SLURP,Secreted Signaling
SLURP1,CHRNA6,SLURP,Secreted Signaling
SLURP1,CHRNA9,SLURP,Secreted Signaling
SLURP1,CHRNA10,SLURP,Secreted Signaling
SLURP1,CHRND,SLURP,Secreted Signaling
SLURP1,CHRNE,SLURP,Secreted Signaling
SLURP1,CHRNG,SLURP,Secreted Signaling
SLURP1,CHRNA7,SLURP,Secreted Signaling
SLURP2,CHRNB1,SLURP,Secreted Signaling
SLURP2,CHRNB2,SLURP,Secreted Signaling
SLURP2,CHRNB3,SLURP,Secreted Signaling
SLURP2,CHRNB4,SLURP,Secreted Signaling
SLURP2,CHRNA1,SLURP,Secreted Signaling
SLURP2,CHRNA2,SLURP,Secreted Signaling
SLURP2,CHRNA3,SLURP,Secreted Signaling
SLURP2,CHRNA4,SLURP,Secreted Signaling
SLURP2,CHRNA5,SLURP,Secreted Signaling
SLURP2,CHRNA6,SLURP,Secreted Signaling
SLURP2,CHRNA7,SLURP,Secreted Signaling
SLURP2,CHRNA9,SLURP,Secreted Signaling
SLURP2,CHRNA10,SLURP,Secreted Signaling
SLURP2,CHRND,SLURP,Secreted Signaling
SLURP2,CHRNE,SLURP,Secreted Signaling
SLURP2,CHRNG,SLURP,Secreted Signaling
BTLA,TNFRSF14,BTLA,Secreted Signaling
TRH,TRHR,TRH,Secreted Signaling
UCN,CRHR1,UCN,Secreted Signaling
UCN,CRHR2,UCN,Secreted Signaling
UCN2,CRHR1,UCN,Secreted Signaling
UCN2,CRHR2,UCN,Secreted Signaling
UCN3,CRHR1,UCN,Secreted Signaling
UCN3,CRHR2,UCN,Secreted Signaling
UTS2B,UTS2R,UROTENSIN,Secreted Signaling
UTS2B,SSTR5,UROTENSIN,Secreted Signaling
BAG6,NCR3,BAG,Secreted Signaling
LGALS9,HAVCR2,GALECTIN,Secreted Signaling
LGALS9,CD44,GALECTIN,Secreted Signaling
ANXA1, FPR3,ANNEXIN,Secreted Signaling
COL1A1,ITGB1,COLLAGEN,ECM-Receptor
COL1A1, ITGA1,COLLAGEN,ECM-Receptor
COL1A2,ITGB1,COLLAGEN,ECM-Receptor
COL1A2, ITGA1,COLLAGEN,ECM-Receptor
COL2A1,ITGB1,COLLAGEN,ECM-Receptor
COL2A1, ITGA1,COLLAGEN,ECM-Receptor
COL4A1,ITGB1,COLLAGEN,ECM-Receptor
COL4A1, ITGA1,COLLAGEN,ECM-Receptor
COL4A2,ITGB1,COLLAGEN,ECM-Receptor
COL4A2, ITGA1,COLLAGEN,ECM-Receptor
COL4A3,ITGB1,COLLAGEN,ECM-Receptor
COL4A3, ITGA1,COLLAGEN,ECM-Receptor
COL4A4,ITGB1,COLLAGEN,ECM-Receptor
COL4A4, ITGA1,COLLAGEN,ECM-Receptor
COL4A5,ITGB1,COLLAGEN,ECM-Receptor
COL4A5, ITGA1,COLLAGEN,ECM-Receptor
COL4A6,ITGB1,COLLAGEN,ECM-Receptor
COL4A6, ITGA1,COLLAGEN,ECM-Receptor
COL6A1,ITGB1,COLLAGEN,ECM-Receptor
COL6A1, ITGA1,COLLAGEN,ECM-Receptor
COL6A2,ITGB1,COLLAGEN,ECM-Receptor
COL6A2, ITGA1,COLLAGEN,ECM-Receptor
COL6A3,ITGB1,COLLAGEN,ECM-Receptor
COL6A3, ITGA1,COLLAGEN,ECM-Receptor
COL6A5,ITGB1,COLLAGEN,ECM-Receptor
COL6A5, ITGA1,COLLAGEN,ECM-Receptor
COL6A6,ITGB1,COLLAGEN,ECM-Receptor
COL6A6, ITGA1,COLLAGEN,ECM-Receptor
COL9A1,ITGB1,COLLAGEN,ECM-Receptor
COL9A1, ITGA1,COLLAGEN,ECM-Receptor
COL9A2,ITGB1,COLLAGEN,ECM-Receptor
COL9A2, ITGA1,COLLAGEN,ECM-Receptor
COL9A3,ITGB1,COLLAGEN,ECM-Receptor
COL9A3, ITGA1,COLLAGEN,ECM-Receptor
COL1A1,ITGA2,COLLAGEN,ECM-Receptor
COL1A1, ITGB1,COLLAGEN,ECM-Receptor
COL1A2,ITGA2,COLLAGEN,ECM-Receptor
COL1A2, ITGB1,COLLAGEN,ECM-Receptor
COL2A1,ITGA2,COLLAGEN,ECM-Receptor
COL2A1, ITGB1,COLLAGEN,ECM-Receptor
COL4A1,ITGA2,COLLAGEN,ECM-Receptor
COL4A1, ITGB1,COLLAGEN,ECM-Receptor
COL4A2,ITGA2,COLLAGEN,ECM-Receptor
COL4A2, ITGB1,COLLAGEN,ECM-Receptor
COL4A3,ITGA2,COLLAGEN,ECM-Receptor
COL4A3, ITGB1,COLLAGEN,ECM-Receptor
COL4A4,ITGA2,COLLAGEN,ECM-Receptor
COL4A4, ITGB1,COLLAGEN,ECM-Receptor
COL4A5,ITGA2,COLLAGEN,ECM-Receptor
COL4A5, ITGB1,COLLAGEN,ECM-Receptor
COL4A6,ITGA2,COLLAGEN,ECM-Receptor
COL4A6, ITGB1,COLLAGEN,ECM-Receptor
COL6A1,ITGA2,COLLAGEN,ECM-Receptor
COL6A1, ITGB1,COLLAGEN,ECM-Receptor
COL6A2,ITGA2,COLLAGEN,ECM-Receptor
COL6A2, ITGB1,COLLAGEN,ECM-Receptor
COL6A3,ITGA2,COLLAGEN,ECM-Receptor
COL6A3, ITGB1,COLLAGEN,ECM-Receptor
COL6A5,ITGA2,COLLAGEN,ECM-Receptor
COL6A5, ITGB1,COLLAGEN,ECM-Receptor
COL6A6,ITGA2,COLLAGEN,ECM-Receptor
COL6A6, ITGB1,COLLAGEN,ECM-Receptor
COL9A1,ITGA2,COLLAGEN,ECM-Receptor
COL9A1, ITGB1,COLLAGEN,ECM-Receptor
COL9A2,ITGA2,COLLAGEN,ECM-Receptor
COL9A2, ITGB1,COLLAGEN,ECM-Receptor
COL9A3,ITGA2,COLLAGEN,ECM-Receptor
COL9A3, ITGB1,COLLAGEN,ECM-Receptor
FN1,ITGA3,FN1,ECM-Receptor
FN1, ITGB1,FN1,ECM-Receptor
FN1,ITGA4,FN1,ECM-Receptor
FN1,ITGA5,FN1,ECM-Receptor
FN1,ITGA8,FN1,ECM-Receptor
LAMA1,ITGB1,LAMININ,ECM-Receptor
LAMA1, ITGA1,LAMININ,ECM-Receptor
LAMA2,ITGB1,LAMININ,ECM-Receptor
LAMA2, ITGA1,LAMININ,ECM-Receptor
LAMA3,ITGB1,LAMININ,ECM-Receptor
LAMA3, ITGA1,LAMININ,ECM-Receptor
LAMA4,ITGB1,LAMININ,ECM-Receptor
LAMA4, ITGA1,LAMININ,ECM-Receptor
LAMA5,ITGB1,LAMININ,ECM-Receptor
LAMA5, ITGA1,LAMININ,ECM-Receptor
LAMB1,ITGB1,LAMININ,ECM-Receptor
LAMB1, ITGA1,LAMININ,ECM-Receptor
LAMB2,ITGB1,LAMININ,ECM-Receptor
LAMB2, ITGA1,LAMININ,ECM-Receptor
LAMB3,ITGB1,LAMININ,ECM-Receptor
LAMB3, ITGA1,LAMININ,ECM-Receptor
LAMC1,ITGB1,LAMININ,ECM-Receptor
LAMC1, ITGA1,LAMININ,ECM-Receptor
LAMC2,ITGB1,LAMININ,ECM-Receptor
LAMC2, ITGA1,LAMININ,ECM-Receptor
LAMC3,ITGB1,LAMININ,ECM-Receptor
LAMC3, ITGA1,LAMININ,ECM-Receptor
LAMA1,ITGA2,LAMININ,ECM-Receptor
LAMA1, ITGB1,LAMININ,ECM-Receptor
LAMA2,ITGA2,LAMININ,ECM-Receptor
LAMA2, ITGB1,LAMININ,ECM-Receptor
LAMA3,ITGA2,LAMININ,ECM-Receptor
LAMA3, ITGB1,LAMININ,ECM-Receptor
LAMA4,ITGA2,LAMININ,ECM-Receptor
LAMA4, ITGB1,LAMININ,ECM-Receptor
LAMA5,ITGA2,LAMININ,ECM-Receptor
LAMA5, ITGB1,LAMININ,ECM-Receptor
LAMB1,ITGA2,LAMININ,ECM-Receptor
LAMB1, ITGB1,LAMININ,ECM-Receptor
LAMB2,ITGA2,LAMININ,ECM-Receptor
LAMB2, ITGB1,LAMININ,ECM-Receptor
LAMB3,ITGA2,LAMININ,ECM-Receptor
LAMB3, ITGB1,LAMININ,ECM-Receptor
LAMC1,ITGA2,LAMININ,ECM-Receptor
LAMC1, ITGB1,LAMININ,ECM-Receptor
LAMC2,ITGA2,LAMININ,ECM-Receptor
LAMC2, ITGB1,LAMININ,ECM-Receptor
LAMC3,ITGA2,LAMININ,ECM-Receptor
LAMC3, ITGB1,LAMININ,ECM-Receptor
CHAD,ITGA2,CHAD,ECM-Receptor
CHAD, ITGB1,CHAD,ECM-Receptor
LAMA1,ITGA3,LAMININ,ECM-Receptor
LAMA2,ITGA3,LAMININ,ECM-Receptor
LAMA3,ITGA3,LAMININ,ECM-Receptor
LAMA4,ITGA3,LAMININ,ECM-Receptor
LAMA5,ITGA3,LAMININ,ECM-Receptor
LAMB1,ITGA3,LAMININ,ECM-Receptor
LAMB2,ITGA3,LAMININ,ECM-Receptor
LAMB3,ITGA3,LAMININ,ECM-Receptor
LAMC1,ITGA3,LAMININ,ECM-Receptor
LAMC2,ITGA3,LAMININ,ECM-Receptor
LAMC3,ITGA3,LAMININ,ECM-Receptor
RELN,ITGA3,RELN,ECM-Receptor
RELN, ITGB1,RELN,ECM-Receptor
THBS1,ITGA3,THBS,ECM-Receptor
THBS1, ITGB1,THBS,ECM-Receptor
THBS2,ITGA3,THBS,ECM-Receptor
THBS2, ITGB1,THBS,ECM-Receptor
THBS3,ITGA3,THBS,ECM-Receptor
THBS3, ITGB1,THBS,ECM-Receptor
THBS4,ITGA3,THBS,ECM-Receptor
THBS4, ITGB1,THBS,ECM-Receptor
COMP,ITGA3,THBS,ECM-Receptor
COMP, ITGB1,THBS,ECM-Receptor
COL1A1,ITGA3,COLLAGEN,ECM-Receptor
COL1A2,ITGA3,COLLAGEN,ECM-Receptor
COL2A1,ITGA3,COLLAGEN,ECM-Receptor
COL4A1,ITGA3,COLLAGEN,ECM-Receptor
COL4A2,ITGA3,COLLAGEN,ECM-Receptor
COL4A3,ITGA3,COLLAGEN,ECM-Receptor
COL4A4,ITGA3,COLLAGEN,ECM-Receptor
COL4A5,ITGA3,COLLAGEN,ECM-Receptor
COL4A6,ITGA3,COLLAGEN,ECM-Receptor
COL6A1,ITGA3,COLLAGEN,ECM-Receptor
COL6A2,ITGA3,COLLAGEN,ECM-Receptor
COL6A3,ITGA3,COLLAGEN,ECM-Receptor
COL6A5,ITGA3,COLLAGEN,ECM-Receptor
COL6A6,ITGA3,COLLAGEN,ECM-Receptor
COL9A1,ITGA3,COLLAGEN,ECM-Receptor
COL9A2,ITGA3,COLLAGEN,ECM-Receptor
COL9A3,ITGA3,COLLAGEN,ECM-Receptor
LAMA1,ITGA6,LAMININ,ECM-Receptor
LAMA2,ITGA6,LAMININ,ECM-Receptor
LAMA3,ITGA6,LAMININ,ECM-Receptor
LAMA4,ITGA6,LAMININ,ECM-Receptor
LAMA5,ITGA6,LAMININ,ECM-Receptor
LAMB1,ITGA6,LAMININ,ECM-Receptor
LAMB2,ITGA6,LAMININ,ECM-Receptor
LAMB3,ITGA6,LAMININ,ECM-Receptor
LAMC1,ITGA6,LAMININ,ECM-Receptor
LAMC2,ITGA6,LAMININ,ECM-Receptor
LAMC3,ITGA6,LAMININ,ECM-Receptor
LAMA1,ITGA7,LAMININ,ECM-Receptor
LAMA2,ITGA7,LAMININ,ECM-Receptor
LAMA3,ITGA7,LAMININ,ECM-Receptor
LAMA4,ITGA7,LAMININ,ECM-Receptor
LAMA5,ITGA7,LAMININ,ECM-Receptor
LAMB1,ITGA7,LAMININ,ECM-Receptor
LAMB2,ITGA7,LAMININ,ECM-Receptor
LAMB3,ITGA7,LAMININ,ECM-Receptor
LAMC1,ITGA7,LAMININ,ECM-Receptor
LAMC2,ITGA7,LAMININ,ECM-Receptor
LAMC3,ITGA7,LAMININ,ECM-Receptor
VTN,ITGA8,VTN,ECM-Receptor
VTN, ITGB1,VTN,ECM-Receptor
TNC,ITGA8,TENASCIN,ECM-Receptor
TNC, ITGB1,TENASCIN,ECM-Receptor
TNR,ITGA8,TENASCIN,ECM-Receptor
TNR, ITGB1,TENASCIN,ECM-Receptor
TNN,ITGA8,TENASCIN,ECM-Receptor
TNN, ITGB1,TENASCIN,ECM-Receptor
TNXB,ITGA8,TENASCIN,ECM-Receptor
TNXB, ITGB1,TENASCIN,ECM-Receptor
 FRAS1, ITGB1,NPNT,ECM-Receptor
 FRAS1,ITGA8,NPNT,ECM-Receptor
 NPNT, ITGB1,NPNT,ECM-Receptor
 NPNT,ITGA8,NPNT,ECM-Receptor
FREM1, ITGB1,NPNT,ECM-Receptor
FREM1,ITGA8,NPNT,ECM-Receptor
FREM2, ITGB1,NPNT,ECM-Receptor
FREM2,ITGA8,NPNT,ECM-Receptor
TNC,ITGA9,TENASCIN,ECM-Receptor
TNR,ITGA9,TENASCIN,ECM-Receptor
TNN,ITGA9,TENASCIN,ECM-Receptor
TNXB,ITGA9,TENASCIN,ECM-Receptor
COL1A1,ITGA9,COLLAGEN,ECM-Receptor
COL1A2,ITGA9,COLLAGEN,ECM-Receptor
COL2A1,ITGA9,COLLAGEN,ECM-Receptor
COL4A1,ITGA9,COLLAGEN,ECM-Receptor
COL4A2,ITGA9,COLLAGEN,ECM-Receptor
COL4A3,ITGA9,COLLAGEN,ECM-Receptor
COL4A4,ITGA9,COLLAGEN,ECM-Receptor
COL4A5,ITGA9,COLLAGEN,ECM-Receptor
COL4A6,ITGA9,COLLAGEN,ECM-Receptor
COL6A1,ITGA9,COLLAGEN,ECM-Receptor
COL6A2,ITGA9,COLLAGEN,ECM-Receptor
COL6A3,ITGA9,COLLAGEN,ECM-Receptor
COL6A5,ITGA9,COLLAGEN,ECM-Receptor
COL6A6,ITGA9,COLLAGEN,ECM-Receptor
COL9A1,ITGA9,COLLAGEN,ECM-Receptor
COL9A2,ITGA9,COLLAGEN,ECM-Receptor
COL9A3,ITGA9,COLLAGEN,ECM-Receptor
LAMA1,ITGA9,LAMININ,ECM-Receptor
LAMA2,ITGA9,LAMININ,ECM-Receptor
LAMA3,ITGA9,LAMININ,ECM-Receptor
LAMA4,ITGA9,LAMININ,ECM-Receptor
LAMA5,ITGA9,LAMININ,ECM-Receptor
LAMB1,ITGA9,LAMININ,ECM-Receptor
LAMB2,ITGA9,LAMININ,ECM-Receptor
LAMB3,ITGA9,LAMININ,ECM-Receptor
LAMC1,ITGA9,LAMININ,ECM-Receptor
LAMC2,ITGA9,LAMININ,ECM-Receptor
LAMC3,ITGA9,LAMININ,ECM-Receptor
COL1A1,ITGA10,COLLAGEN,ECM-Receptor
COL1A2,ITGA10,COLLAGEN,ECM-Receptor
COL2A1,ITGA10,COLLAGEN,ECM-Receptor
COL4A1,ITGA10,COLLAGEN,ECM-Receptor
COL4A2,ITGA10,COLLAGEN,ECM-Receptor
COL4A3,ITGA10,COLLAGEN,ECM-Receptor
COL4A4,ITGA10,COLLAGEN,ECM-Receptor
COL4A5,ITGA10,COLLAGEN,ECM-Receptor
COL4A6,ITGA10,COLLAGEN,ECM-Receptor
COL6A1,ITGA10,COLLAGEN,ECM-Receptor
COL6A2,ITGA10,COLLAGEN,ECM-Receptor
COL6A3,ITGA10,COLLAGEN,ECM-Receptor
COL6A5,ITGA10,COLLAGEN,ECM-Receptor
COL6A6,ITGA10,COLLAGEN,ECM-Receptor
COL9A1,ITGA10,COLLAGEN,ECM-Receptor
COL9A2,ITGA10,COLLAGEN,ECM-Receptor
COL9A3,ITGA10,COLLAGEN,ECM-Receptor
COL1A1, ITGA11,COLLAGEN,ECM-Receptor
COL1A2, ITGA11,COLLAGEN,ECM-Receptor
COL2A1, ITGA11,COLLAGEN,ECM-Receptor
COL4A1, ITGA11,COLLAGEN,ECM-Receptor
COL4A2, ITGA11,COLLAGEN,ECM-Receptor
COL4A3, ITGA11,COLLAGEN,ECM-Receptor
COL4A4, ITGA11,COLLAGEN,ECM-Receptor
COL4A5, ITGA11,COLLAGEN,ECM-Receptor
COL4A6, ITGA11,COLLAGEN,ECM-Receptor
COL6A1, ITGA11,COLLAGEN,ECM-Receptor
COL6A2, ITGA11,COLLAGEN,ECM-Receptor
COL6A3, ITGA11,COLLAGEN,ECM-Receptor
COL6A5, ITGA11,COLLAGEN,ECM-Receptor
COL6A6, ITGA11,COLLAGEN,ECM-Receptor
COL9A1, ITGA11,COLLAGEN,ECM-Receptor
COL9A2, ITGA11,COLLAGEN,ECM-Receptor
COL9A3, ITGA11,COLLAGEN,ECM-Receptor
FN1,ITGAV,FN1,ECM-Receptor
VTN,ITGAV,VTN,ECM-Receptor
DSPP,ITGAV,DSPP,ECM-Receptor
DSPP, ITGB1,DSPP,ECM-Receptor
FN1, ITGB7,FN1,ECM-Receptor
FN1, ITGB3,FN1,ECM-Receptor
VTN, ITGB3,VTN,ECM-Receptor
VWF,ITGAV,VWF,ECM-Receptor
VWF, ITGB3,VWF,ECM-Receptor
TNC,ITGAV,TENASCIN,ECM-Receptor
TNC, ITGB3,TENASCIN,ECM-Receptor
TNR,ITGAV,TENASCIN,ECM-Receptor
TNR, ITGB3,TENASCIN,ECM-Receptor
TNN,ITGAV,TENASCIN,ECM-Receptor
TNN, ITGB3,TENASCIN,ECM-Receptor
TNXB,ITGAV,TENASCIN,ECM-Receptor
TNXB, ITGB3,TENASCIN,ECM-Receptor
IBSP,ITGAV,BSP,ECM-Receptor
IBSP, ITGB3,BSP,ECM-Receptor
THBS1,ITGAV,THBS,ECM-Receptor
THBS1, ITGB3,THBS,ECM-Receptor
THBS2,ITGAV,THBS,ECM-Receptor
THBS2, ITGB3,THBS,ECM-Receptor
THBS3,ITGAV,THBS,ECM-Receptor
THBS3, ITGB3,THBS,ECM-Receptor
THBS4,ITGAV,THBS,ECM-Receptor
THBS4, ITGB3,THBS,ECM-Receptor
COMP,ITGAV,THBS,ECM-Receptor
COMP, ITGB3,THBS,ECM-Receptor
DMP1,ITGAV,DMP1,ECM-Receptor
DMP1, ITGB3,DMP1,ECM-Receptor
FN1,ITGA2B,FN1,ECM-Receptor
VTN,ITGA2B,VTN,ECM-Receptor
VWF,ITGA2B,VWF,ECM-Receptor
TNC,ITGA2B,TENASCIN,ECM-Receptor
TNR,ITGA2B,TENASCIN,ECM-Receptor
TNN,ITGA2B,TENASCIN,ECM-Receptor
TNXB,ITGA2B,TENASCIN,ECM-Receptor
VTN, ITGB5,VTN,ECM-Receptor
IBSP, ITGB5,BSP,ECM-Receptor
TNC, ITGB6,TENASCIN,ECM-Receptor
TNR, ITGB6,TENASCIN,ECM-Receptor
TNN, ITGB6,TENASCIN,ECM-Receptor
TNXB, ITGB6,TENASCIN,ECM-Receptor
FN1, ITGB6,FN1,ECM-Receptor
DSPP, ITGB6,DSPP,ECM-Receptor
VTN, ITGB8,VTN,ECM-Receptor
FN1, ITGB8,FN1,ECM-Receptor
LAMA1,ITGAV,LAMININ,ECM-Receptor
LAMA1, ITGB8,LAMININ,ECM-Receptor
LAMA2,ITGAV,LAMININ,ECM-Receptor
LAMA2, ITGB8,LAMININ,ECM-Receptor
LAMA3,ITGAV,LAMININ,ECM-Receptor
LAMA3, ITGB8,LAMININ,ECM-Receptor
LAMA4,ITGAV,LAMININ,ECM-Receptor
LAMA4, ITGB8,LAMININ,ECM-Receptor
LAMA5,ITGAV,LAMININ,ECM-Receptor
LAMA5, ITGB8,LAMININ,ECM-Receptor
LAMB1,ITGAV,LAMININ,ECM-Receptor
LAMB1, ITGB8,LAMININ,ECM-Receptor
LAMB2,ITGAV,LAMININ,ECM-Receptor
LAMB2, ITGB8,LAMININ,ECM-Receptor
LAMB3,ITGAV,LAMININ,ECM-Receptor
LAMB3, ITGB8,LAMININ,ECM-Receptor
LAMC1,ITGAV,LAMININ,ECM-Receptor
LAMC1, ITGB8,LAMININ,ECM-Receptor
LAMC2,ITGAV,LAMININ,ECM-Receptor
LAMC2, ITGB8,LAMININ,ECM-Receptor
LAMC3,ITGAV,LAMININ,ECM-Receptor
LAMC3, ITGB8,LAMININ,ECM-Receptor
COL1A1,ITGAV,COLLAGEN,ECM-Receptor
COL1A1, ITGB8,COLLAGEN,ECM-Receptor
COL1A2,ITGAV,COLLAGEN,ECM-Receptor
COL1A2, ITGB8,COLLAGEN,ECM-Receptor
COL2A1,ITGAV,COLLAGEN,ECM-Receptor
COL2A1, ITGB8,COLLAGEN,ECM-Receptor
COL4A1,ITGAV,COLLAGEN,ECM-Receptor
COL4A1, ITGB8,COLLAGEN,ECM-Receptor
COL4A2,ITGAV,COLLAGEN,ECM-Receptor
COL4A2, ITGB8,COLLAGEN,ECM-Receptor
COL4A3,ITGAV,COLLAGEN,ECM-Receptor
COL4A3, ITGB8,COLLAGEN,ECM-Receptor
COL4A4,ITGAV,COLLAGEN,ECM-Receptor
COL4A4, ITGB8,COLLAGEN,ECM-Receptor
COL4A5,ITGAV,COLLAGEN,ECM-Receptor
COL4A5, ITGB8,COLLAGEN,ECM-Receptor
COL4A6,ITGAV,COLLAGEN,ECM-Receptor
COL4A6, ITGB8,COLLAGEN,ECM-Receptor
COL6A1,ITGAV,COLLAGEN,ECM-Receptor
COL6A1, ITGB8,COLLAGEN,ECM-Receptor
COL6A2,ITGAV,COLLAGEN,ECM-Receptor
COL6A2, ITGB8,COLLAGEN,ECM-Receptor
COL6A3,ITGAV,COLLAGEN,ECM-Receptor
COL6A3, ITGB8,COLLAGEN,ECM-Receptor
COL6A5,ITGAV,COLLAGEN,ECM-Receptor
COL6A5, ITGB8,COLLAGEN,ECM-Receptor
COL6A6,ITGAV,COLLAGEN,ECM-Receptor
COL6A6, ITGB8,COLLAGEN,ECM-Receptor
COL9A1,ITGAV,COLLAGEN,ECM-Receptor
COL9A1, ITGB8,COLLAGEN,ECM-Receptor
COL9A2,ITGAV,COLLAGEN,ECM-Receptor
COL9A2, ITGB8,COLLAGEN,ECM-Receptor
COL9A3,ITGAV,COLLAGEN,ECM-Receptor
COL9A3, ITGB8,COLLAGEN,ECM-Receptor
LAMA1, ITGB4,LAMININ,ECM-Receptor
LAMA2, ITGB4,LAMININ,ECM-Receptor
LAMA3, ITGB4,LAMININ,ECM-Receptor
LAMA4, ITGB4,LAMININ,ECM-Receptor
LAMA5, ITGB4,LAMININ,ECM-Receptor
LAMB1, ITGB4,LAMININ,ECM-Receptor
LAMB2, ITGB4,LAMININ,ECM-Receptor
LAMB3, ITGB4,LAMININ,ECM-Receptor
LAMC1, ITGB4,LAMININ,ECM-Receptor
LAMC2, ITGB4,LAMININ,ECM-Receptor
LAMC3, ITGB4,LAMININ,ECM-Receptor
FN1,CD44,FN1,ECM-Receptor
COL1A1,CD44,COLLAGEN,ECM-Receptor
